Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,ADR_Pct
2635,BAPACK.BO,184.65,0.34K,Process Industries,Containers/Packaging,17.0,17.0,36.0,24.0,0.79K,0.23K,315.0,141.15,915.96M,No,172.74,208.96,172.28,196.46,4.56
2636,HDFCLIFE.NS,621.7,2352.31K,Finance,Multi-Line Insurance,17.0,22.0,9.0,33.0,4790.01K,10054.70K,820.75,555.1,1341.18B,No,628.44,723.01,611.17,698.7,2.49
2637,ABCINDQ.BO,68.25,0.47K,Transportation,Air Freight/Couriers,17.0,61.0,18.0,28.0,1.46K,1.75K,97.0,51.5,369.73M,No,62.97,75.35,62.79,70.52,5.96
2638,MANAKCOAT.NS,105.01,372.83K,Non-Energy Minerals,Steel,17.0,10.0,8.0,8.0,954.11K,374.67K,182.82,84.5,11.11B,No,110.16,133.26,108.18,126.48,4.75
2639,KJMCCORP.BO,54.63,0.15K,Finance,Investment Banks/Brokers,17.0,65.0,35.0,17.0,0.82K,0.59K,92.0,41.0,214.50M,No,50.67,60.24,50.64,54.82,7.62
2640,ARKADE.NS,123.66,237.84K,Consumer Durables,Homebuilding,16.0,59.0,47.0,10.0,464.11K,386.27K,213.69,92.62,22.96B,No,111.79,148.27,111.01,131.97,3.36
2641,EVERESTIND.NS,407.85,17.51K,Distribution Services,Wholesale Distributors,16.0,84.0,31.0,9.0,20.69K,24.33K,750.0,284.9,6.47B,No,369.21,511.15,365.03,459.12,6.03
2642,VINATIORGA.NS,1395.1,45.83K,Process Industries,Chemicals: Specialty,16.0,37.0,13.0,31.0,74.91K,86.88K,2040.0,1203.0,144.73B,No,1353.24,1579.72,1329.87,1498.39,2.55
2643,PANHR.BO,66.0,1.60K,Commercial Services,Personnel Services,16.0,87.0,,,64.43K,44.96K,85.5,43.0,475.93M,No,,,61.85,,4.86
2644,EMAMILTD.NS,456.95,284.05K,Consumer Non-Durables,Household/Personal Care,16.0,40.0,22.0,35.0,578.04K,399.98K,648.85,385.5,199.46B,No,437.56,516.93,430.65,485.82,3.11
2645,KEC.NS,598.05,1344.03K,Industrial Services,Engineering & Construction,16.0,26.0,28.0,13.0,1129.74K,1414.55K,947.0,501.05,159.20B,No,561.04,716.83,559.25,656.07,2.94
2646,FAIRCHEMOR.NS,619.4,17.76K,Process Industries,Chemicals: Specialty,16.0,80.0,30.0,28.0,15.11K,22.34K,1102.7,428.05,7.80B,No,544.69,697.91,536.95,634.78,3.77
2647,FIVESTAR.NS,462.25,676.11K,Finance,Finance/Rental/Leasing,16.0,78.0,47.0,10.0,1770.30K,1520.61K,828.0,338.15,136.44B,No,420.52,524.4,418.3,498.08,4.67
2648,7TEC.BO,37.47,7.10K,Technology Services,Information Technology Services,16.0,33.0,10.0,28.0,9.22K,9.77K,50.2,31.0,407.63M,No,36.0,43.13,35.5,41.47,4.53
2649,PANCM.BO,115.85,0.70K,Non-Energy Minerals,Construction Materials,16.0,29.0,8.0,41.0,0.20K,0.20K,195.45,102.7,929.28M,No,119.6,132.67,116.49,125.1,2.74
2650,GULFOILLUB.NS,1000.8,40.85K,Energy Minerals,Oil Refining/Marketing,16.0,38.0,11.0,24.0,70.03K,52.53K,1331.9,865.0,49.55B,No,974.49,1139.62,955.35,1092.35,2.56
2651,HIKAL.NS,210.75,341.54K,Health Technology,Pharmaceuticals: Major,16.0,72.0,54.0,41.0,1165.68K,396.85K,449.25,146.25,25.99B,No,182.05,230.03,179.22,207.41,3.5
2652,ALKALI.NS,67.49,7.64K,Process Industries,Chemicals: Specialty,16.0,35.0,27.0,16.0,11.45K,10.04K,117.79,46.8,687.22M,No,62.04,79.05,60.92,72.77,3.99
2653,BLUECHIPT.BO,118.15,0.16K,Process Industries,Textiles,16.0,17.0,13.0,36.0,0.49K,0.64K,179.7,103.9,232.81M,No,121.75,134.45,120.9,129.05,5.05
2654,MTNL.NS,32.09,2999.29K,Communications,Major Telecommunications,16.0,56.0,35.0,16.0,1742.20K,995.63K,58.2,21.26,20.22B,No,28.37,37.01,28.11,33.41,4.61
2655,AVEER.BO,574.1,0.05K,Consumer Non-Durables,Food: Major Diversified,16.0,39.0,21.0,18.0,0.11K,0.08K,849.95,475.5,2.57B,No,529.61,663.15,536.66,591.38,2.21
2656,AWL.NS,206.78,3658.29K,Process Industries,Agricultural Commodities/Milling,16.0,60.0,26.0,16.0,4366.16K,4471.58K,286.0,171.19,267.53B,No,187.05,233.86,187.95,221.21,3.27
2657,RISHITECH.BO,38.5,6.43K,Process Industries,Containers/Packaging,16.0,37.0,14.0,40.0,2.62K,2.42K,67.7,32.0,284.55M,No,38.45,44.69,38.12,42.01,10.75
2658,BSL.NS,130.01,2.47K,Process Industries,Textiles,16.0,64.0,18.0,7.0,6.49K,6.48K,208.0,98.0,1.34B,No,123.08,151.8,121.96,147.64,5.21
2659,SAMHI.NS,157.46,680.29K,Consumer Services,Hotels/Resorts/Cruise Lines,16.0,11.0,18.0,19.0,1087.34K,697.09K,254.5,127.0,34.98B,No,153.75,185.38,151.0,171.97,2.89
2660,TTKHLTCARE.NS,926.85,1.42K,Health Technology,Pharmaceuticals: Major,16.0,54.0,26.0,22.0,5.78K,2.23K,1398.9,735.0,13.10B,No,867.93,1049.54,858.58,983.83,3.33
2661,MBEL.NS,322.1,86.00K,Producer Manufacturing,Building Products,16.0,24.0,26.0,11.0,248.59K,128.91K,535.9,223.05,18.41B,No,301.54,,296.59,353.25,3.84
2662,DHANUKA.NS,1100.0,29.00K,Process Industries,Chemicals: Specialty,16.0,39.0,37.0,16.0,50.76K,42.35K,1975.0,889.6,49.59B,No,1015.69,1287.43,1009.85,1133.96,3.02
2663,GOKAKTEX.BO,68.0,4.17K,Process Industries,Textiles,16.0,45.0,36.0,16.0,1.77K,0.75K,113.0,52.59,441.95M,No,66.05,78.17,65.76,71.7,3.91
2664,COHANCE.NS,488.2,2336.76K,Health Technology,Pharmaceuticals: Major,16.0,97.0,86.0,4.0,3929.16K,9629.88K,1121.15,266.7,186.95B,No,345.19,621.9,358.52,472.98,7.03
2665,DOLLAR.NS,293.4,104.90K,Consumer Non-Durables,Apparel/Footwear,16.0,72.0,17.0,27.0,387.66K,1691.18K,429.9,220.5,16.64B,No,272.92,334.36,272.31,317.02,4.97
2666,JINDHOT.BO,66.0,2.34K,Consumer Services,Hotels/Resorts/Cruise Lines,16.0,34.0,29.0,28.0,1.57K,1.02K,109.0,54.0,462.00M,No,63.25,75.29,63.0,70.43,5.89
2667,BAJAJHFL.NS,87.55,3903.56K,Finance,Finance/Rental/Leasing,16.0,22.0,26.0,23.0,6842.45K,6178.73K,128.7,72.65,729.17B,No,84.83,99.62,84.35,93.33,2.33
2668,LIBERTSHOE.NS,255.5,22.59K,Consumer Non-Durables,Apparel/Footwear,16.0,9.0,34.0,24.0,49.89K,26.47K,470.0,210.5,4.35B,No,248.07,291.36,249.61,270.26,2.83
2669,LEMONTREE.NS,120.41,1980.24K,Consumer Services,Hotels/Resorts/Cruise Lines,16.0,28.0,15.0,11.0,6170.88K,2931.19K,180.68,99.61,95.35B,No,112.61,144.64,111.45,135.85,2.98
2670,MHEL.BO,66.0,1.50K,Producer Manufacturing,Trucks/Construction/Farm Machinery,16.0,82.0,27.0,51.0,1.06K,1.17K,161.5,47.3,257.64M,No,56.69,66.11,56.38,62.9,2.92
2671,GANGAPA.BO,78.55,0.00K,Process Industries,Pulp & Paper,16.0,27.0,21.0,20.0,0.09K,0.14K,110.95,68.55,847.47M,No,78.63,,74.08,80.67,1.34
2672,RIBATEX.BO,64.79,18.98K,Process Industries,Textiles,16.0,37.0,12.0,24.0,16.03K,9.03K,92.47,49.02,625.41M,No,65.91,77.02,64.23,74.2,5.32
2673,TEAMLEASE.NS,1354.1,21.18K,Commercial Services,Personnel Services,15.0,52.0,30.0,24.0,39.03K,28.30K,2165.0,1065.2,22.70B,No,1206.45,1568.97,1195.82,1434.19,3.47
2674,BALAJEE.NS,32.82,23.11K,Process Industries,Containers/Packaging,15.0,64.0,38.0,11.0,139.87K,27.24K,59.9,21.1,2.68B,No,29.07,40.32,28.84,35.39,5.57
2675,SSDL.NS,64.33,8.43K,Distribution Services,Wholesale Distributors,15.0,41.0,37.0,17.0,34.63K,20.87K,108.0,46.15,2.55B,No,60.1,77.53,59.46,71.06,3.8
2676,LAOPALA.NS,184.23,133.21K,Consumer Durables,Home Furnishings,15.0,26.0,24.0,24.0,105.37K,81.72K,287.0,162.1,20.45B,No,185.04,217.04,181.23,200.64,2.64
2677,EASTBUILD.BO,62.8,0.10K,Consumer Durables,Homebuilding,15.0,63.0,37.0,73.0,0.10K,0.04K,103.4,38.1,117.86M,No,53.32,59.33,53.58,54.11,5.15
2678,YUKEN.NS,727.35,17.61K,Producer Manufacturing,Industrial Machinery,15.0,62.0,18.0,13.0,12.59K,5.62K,1204.4,584.1,9.88B,No,709.44,867.8,702.78,800.98,4.28
2679,HERANBA.NS,222.24,57.40K,Process Industries,Chemicals: Agricultural,15.0,65.0,39.0,15.0,78.56K,59.81K,403.7,155.38,8.89B,No,197.48,263.7,194.52,228.83,4.39
2680,DUTRON.BO,106.25,0.00K,Producer Manufacturing,Miscellaneous Manufacturing,15.0,11.0,32.0,34.0,0.33K,0.19K,174.9,94.6,637.50M,No,106.71,120.98,107.46,109.17,2.5
2681,RAJESH.BO,872.25,106.60K,Industrial Services,Engineering & Construction,15.0,11.0,60.0,2.0,62.18K,143.42K,1639.0,750.0,15.71B,No,927.76,1194.81,921.03,1060.66,6.55
2682,MOL.NS,58.5,784.27K,Process Industries,Chemicals: Specialty,15.0,67.0,41.0,15.0,1483.26K,4874.50K,106.3,36.5,14.88B,No,48.7,67.7,48.15,59.18,4.59
2683,ITHL.BO,336.05,3.67K,Consumer Services,Other Consumer Services,15.0,26.0,48.0,11.0,3.40K,3.20K,552.15,266.0,2.69B,No,321.5,402.83,320.67,365.55,4.08
2684,SUNTECK.NS,345.0,175.93K,Finance,Real Estate Development,15.0,39.0,7.0,15.0,683.91K,362.85K,478.75,270.75,50.66B,No,338.48,396.87,327.56,385.61,4.06
2685,PERFEPA.BO,82.5,0.50K,Process Industries,Containers/Packaging,15.0,30.0,22.0,34.0,0.42K,0.22K,124.5,72.7,549.41M,No,82.89,93.75,82.9,88.03,7.51
2686,APOLLOTYRE.NS,409.25,1177.80K,Consumer Durables,Automotive Aftermarket,15.0,5.0,5.0,25.0,1086.73K,1359.56K,540.5,392.05,258.88B,No,426.86,475.12,420.79,473.57,2.19
2687,DEVIT.NS,30.64,85.65K,Technology Services,Information Technology Services,15.0,47.0,33.0,18.0,266.11K,85.93K,50.89,22.25,1.73B,No,28.13,36.49,28.61,33.07,6.83
2688,SBECSUG.BO,29.79,8.07K,Process Industries,Agricultural Commodities/Milling,15.0,12.0,20.0,48.0,3.05K,2.74K,65.47,26.85,1.42B,No,30.4,33.81,30.38,31.07,7.16
2689,SDBL.NS,96.24,1240.10K,Consumer Non-Durables,Beverages: Alcoholic,15.0,82.0,48.0,13.0,1177.10K,996.91K,173.03,61.8,20.01B,No,79.95,110.92,80.58,97.72,4.67
2690,AARTECH.NS,45.0,90.78K,Commercial Services,Miscellaneous Commercial Services,15.0,16.0,24.0,23.0,93.85K,57.41K,76.79,33.51,1.43B,No,44.64,52.14,44.52,48.35,7.16
2691,TAJGVK.NS,328.9,113.04K,Consumer Services,Hotels/Resorts/Cruise Lines,15.0,8.0,12.0,22.0,158.67K,156.66K,512.65,281.35,20.62B,No,323.44,386.24,320.38,367.55,3.13
2692,JAIPURKURT.NS,32.64,4.90K,Consumer Non-Durables,Apparel/Footwear,15.0,59.0,18.0,34.0,61.65K,25.55K,50.59,24.4,563.42M,No,30.92,35.06,30.23,33.06,5.6
2693,BRADYM.BO,904.35,0.07K,Producer Manufacturing,Industrial Machinery,15.0,65.0,44.0,23.0,0.28K,0.46K,2018.0,685.0,2.03B,No,812.17,1040.69,816.46,882.65,6.37
2694,DEVYANI.NS,118.47,1832.68K,Consumer Services,Restaurants,15.0,47.0,41.0,13.0,4176.92K,9549.52K,191.0,91.55,146.07B,No,112.22,142.18,109.54,128.89,4.28
2695,FSL.NS,274.26,85475.85K,Commercial Services,Miscellaneous Commercial Services,15.0,77.0,12.0,19.0,3610.02K,4815.30K,403.8,202.0,189.34B,No,221.76,309.09,224.95,288.72,4.81
2696,BRIGADE.NS,758.25,291.78K,Finance,Real Estate Development,15.0,27.0,27.0,12.0,815.05K,295.73K,1332.0,601.0,185.48B,No,717.16,862.19,715.11,815.46,3.39
2697,COROMANDEL.NS,1927.6,557.55K,Process Industries,Chemicals: Specialty,15.0,3.0,7.0,44.0,381.46K,397.18K,2718.9,1818.1,568.10B,No,2040.51,2234.33,1985.45,2170.27,2.64
2698,UFLEX.NS,438.25,28.56K,Process Industries,Containers/Packaging,15.0,69.0,14.0,26.0,76.06K,132.32K,685.6,330.0,31.65B,No,420.32,497.89,412.75,465.71,3.33
2699,MKPMOB.BO,118.1,0.10K,Finance,Financial Conglomerates,15.0,48.0,12.0,54.0,0.16K,0.15K,152.0,97.0,402.84M,No,112.13,122.61,109.05,120.29,2.2
2700,BHARATCOAL.NS,33.09,3772.29K,Energy Minerals,Coal,15.0,16.0,8.0,,13171.26K,8023.49K,45.09,29.74,,No,33.42,,33.54,,2.8
2701,SAMRATFORG.BO,199.5,0.13K,Producer Manufacturing,Industrial Machinery,15.0,49.0,34.0,14.0,0.06K,0.03K,349.8,162.1,997.50M,No,202.0,249.36,198.66,229.09,1.64
2702,RANEHOLDIN.NS,1175.7,16.39K,Producer Manufacturing,Auto Parts: Oem,15.0,61.0,9.0,17.0,20.46K,17.96K,1798.0,981.0,16.79B,No,1115.11,1369.28,1097.75,1290.44,4.0
2703,BAJAJELEC.NS,405.95,109.03K,Consumer Durables,Electronics/Appliances,15.0,51.0,28.0,25.0,354.08K,159.02K,711.0,330.0,46.84B,No,374.16,479.91,373.17,430.84,3.12
2704,XCHANGING.NS,69.31,99.93K,Technology Services,Information Technology Services,15.0,46.0,19.0,12.0,128.91K,104.23K,104.5,47.5,7.72B,No,61.92,78.25,61.1,73.43,3.36
2705,SOURCENTRL.BO,121.85,6.56K,Health Technology,Pharmaceuticals: Other,14.0,14.0,9.0,26.0,2.31K,3.04K,192.0,100.95,784.34M,No,125.1,135.68,123.03,132.45,8.98
2706,LODHA.NS,962.1,1812.15K,Finance,Real Estate Development,14.0,78.0,19.0,20.0,2838.07K,2973.30K,1531.0,650.8,961.06B,No,861.58,1079.6,834.85,1010.39,3.37
2707,ELECTHERM.NS,758.5,12.85K,Non-Energy Minerals,Steel,14.0,82.0,32.0,19.0,41.79K,58.52K,1280.4,551.0,9.67B,No,691.51,856.51,681.3,799.13,5.8
2708,VIDHIING.NS,299.2,19.18K,Consumer Non-Durables,Food: Specialty/Candy,14.0,4.0,20.0,42.0,27.05K,10.23K,460.9,258.6,14.94B,No,301.52,341.65,302.32,324.16,3.47
2709,VASCONEQ.NS,39.67,277.33K,Industrial Services,Engineering & Construction,14.0,50.0,17.0,2.0,1226.08K,1298.56K,74.59,26.75,9.21B,No,35.78,48.57,35.66,44.64,5.68
2710,UPSURGE.BO,66.1,17.53K,Finance,Investment Banks/Brokers,14.0,16.0,39.0,11.0,13.62K,21.93K,144.3,56.0,1.45B,No,66.65,81.87,65.08,72.86,6.57
2711,CSLFINANCE.NS,235.72,15.49K,Finance,Investment Banks/Brokers,14.0,11.0,13.0,30.0,55.82K,56.54K,380.2,214.15,5.30B,No,242.1,278.25,237.17,267.4,3.51
2712,RACE.NS,126.44,88.36K,Process Industries,Textiles,14.0,7.0,81.0,3.0,27.90K,4.62K,280.25,84.11,2.18B,No,117.3,169.17,117.28,139.53,4.48
2713,DECCANCE.NS,646.4,10.78K,Non-Energy Minerals,Construction Materials,14.0,23.0,44.0,4.0,31.66K,20.68K,1164.9,538.0,9.05B,No,657.73,847.03,643.52,747.11,3.22
2714,TOUCHWOOD.NS,77.51,1.89K,Commercial Services,Miscellaneous Commercial Services,14.0,38.0,5.0,14.0,6.10K,13.71K,136.59,63.0,858.91M,No,72.89,94.19,72.15,89.95,5.77
2715,JYOTICNC.NS,766.35,439.58K,Producer Manufacturing,Metal Fabrication,14.0,5.0,18.0,39.0,1078.08K,716.82K,1330.0,686.75,174.29B,No,766.29,888.87,756.26,856.63,3.59
2716,SAKSOFT.NS,148.78,384.92K,Technology Services,Information Technology Services,14.0,35.0,10.0,14.0,297.44K,305.59K,253.99,107.59,19.02B,No,134.65,181.73,133.35,167.7,4.21
2717,SANJIVIN.BO,163.3,8.25K,Health Technology,Pharmaceuticals: Major,14.0,33.0,29.0,19.0,8.96K,3.40K,268.8,132.5,2.01B,No,167.51,202.55,162.2,189.86,5.65
2718,MEDIASSIST.NS,376.8,153.67K,Finance,Investment Managers,14.0,44.0,27.0,6.0,195.82K,189.60K,594.1,293.0,28.15B,No,345.05,455.9,336.55,415.78,4.31
2719,BGDL.BO,119.8,7.95K,Consumer Durables,Homebuilding,14.0,81.0,67.0,3.0,18.80K,21.16K,491.4,71.05,12.13B,No,104.03,143.47,105.1,133.16,4.62
2720,CALCOM.BO,83.24,6.49K,Producer Manufacturing,Electrical Products,14.0,36.0,6.0,32.0,8.49K,4.50K,147.5,67.01,1.16B,No,80.79,101.51,80.13,99.41,6.24
2721,IRCTC.NS,564.9,675.27K,Consumer Services,Other Consumer Services,14.0,26.0,17.0,20.0,2455.68K,1727.67K,820.25,492.65,451.92B,No,546.9,655.62,537.85,623.34,2.13
2722,APCL.NS,114.01,5.10K,Non-Energy Minerals,Construction Materials,14.0,25.0,4.0,44.0,7.93K,3.04K,155.0,98.35,3.35B,No,115.82,129.16,113.77,123.06,4.12
2723,ASSOCER.BO,173.1,0.02K,Non-Energy Minerals,Construction Materials,14.0,3.0,17.0,13.0,0.09K,0.05K,264.0,140.0,353.94M,No,187.07,210.98,183.64,198.28,2.03
2724,RESGEN.BO,61.5,5.25K,Process Industries,Chemicals: Major Diversified,14.0,32.0,22.0,13.0,18.85K,15.15K,99.01,49.0,1.29B,No,59.29,72.13,59.82,66.43,5.43
2725,ITC.NS,307.45,17736.72K,Consumer Non-Durables,Tobacco,14.0,17.0,27.0,14.0,21021.12K,20009.93K,444.2,287.0,3852.19B,No,305.62,367.88,303.37,348.65,1.46
2726,GTIL.BO,69.63,35.20K,Producer Manufacturing,Metal Fabrication,14.0,68.0,23.0,,33.46K,27.04K,97.5,43.52,945.25M,No,59.67,,59.57,,5.84
2727,ISFT.NS,77.94,5.07K,Retail Trade,Internet Retail,14.0,65.0,15.0,20.0,17.78K,11.08K,120.99,54.05,1.27B,No,70.75,89.54,70.0,84.03,5.11
2728,RAUNAQ.BO,45.32,10.19K,Industrial Services,Engineering & Construction,14.0,3.0,7.0,3.0,0.90K,1.11K,98.8,44.29,151.52M,No,49.45,61.81,48.45,55.1,5.71
2729,EMUDHRA.NS,519.45,158.76K,Technology Services,Packaged Software,14.0,60.0,32.0,25.0,221.20K,151.52K,836.55,364.55,42.62B,No,450.97,595.54,451.05,532.47,3.73
2730,INDIANCARD.NS,209.04,1.61K,Producer Manufacturing,Industrial Machinery,14.0,68.0,20.0,26.0,3.38K,2.40K,384.0,153.0,1.24B,No,196.57,242.17,193.98,223.8,4.47
2731,KVTOYS.BO,244.0,24.60K,Consumer Durables,Recreational Products,14.0,40.0,16.0,,26.77K,11.04K,363.9,180.0,1.53B,No,243.71,,232.61,,4.76
2732,VANDU.BO,53.0,2.00K,Consumer Non-Durables,Food: Specialty/Candy,14.0,27.0,9.0,13.0,43.90K,10.60K,91.0,40.0,948.25M,No,51.19,64.62,50.27,59.52,1.9
2733,KJMCFIN.BO,56.35,1.93K,Finance,Investment Banks/Brokers,14.0,65.0,61.0,8.0,2.57K,0.79K,107.9,41.21,269.68M,No,49.47,67.85,49.61,58.71,7.19
2734,PGFOILQ.BO,210.0,1.41K,Process Industries,Containers/Packaging,14.0,23.0,2.0,57.0,17.97K,4.09K,308.0,165.5,2.48B,No,216.05,214.12,215.73,216.93,4.11
2735,LOTUSCHO.BO,754.8,3.17K,Consumer Non-Durables,Food: Specialty/Candy,14.0,28.0,25.0,22.0,8.84K,5.37K,1525.0,540.0,9.69B,No,732.12,923.34,722.99,805.75,5.85
2736,EMMBI.NS,82.84,13.74K,Process Industries,Containers/Packaging,14.0,33.0,13.0,22.0,19.01K,11.63K,126.99,60.3,1.59B,No,82.11,96.88,79.75,92.6,4.37
2737,CHEMCRUX.BO,93.8,11.36K,Process Industries,Chemicals: Major Diversified,13.0,89.0,33.0,10.0,9.74K,5.10K,158.6,64.0,1.39B,No,86.83,106.67,84.71,101.16,6.17
2738,CARTRADE.NS,1954.9,1489.36K,Technology Services,Internet Software/Services,13.0,24.0,3.0,5.0,543.88K,1120.75K,3290.5,1485.0,93.69B,No,1750.12,2356.77,1751.3,2336.55,5.19
2739,UBL.NS,1419.8,353.15K,Consumer Non-Durables,Beverages: Alcoholic,13.0,8.0,27.0,22.0,210.69K,289.51K,2211.5,1382.0,375.40B,No,1546.25,1690.63,1531.72,1607.78,2.51
2740,DHOOTIN.BO,196.8,0.28K,Distribution Services,Wholesale Distributors,13.0,64.0,19.0,16.0,1.88K,2.56K,305.0,132.2,1.24B,No,185.48,230.24,180.45,212.43,6.72
2741,BAMBINO.BO,205.55,0.98K,Consumer Non-Durables,Food: Specialty/Candy,13.0,23.0,23.0,28.0,1.39K,1.62K,330.0,173.7,1.65B,No,201.08,235.74,198.49,223.12,3.61
2742,JOSTS.BO,275.7,21.01K,Producer Manufacturing,Industrial Machinery,13.0,54.0,55.0,24.0,17.43K,8.22K,572.95,188.1,3.26B,No,241.13,311.8,241.68,275.78,5.03
2743,REPRO.NS,382.15,15.76K,Commercial Services,Commercial Printing/Forms,13.0,39.0,16.0,13.0,30.01K,22.44K,627.0,307.05,5.48B,No,367.93,452.97,363.26,436.15,4.33
2744,HINDUST.BO,49.35,0.96K,Process Industries,Agricultural Commodities/Milling,13.0,41.0,25.0,27.0,8.47K,0.78K,103.0,35.5,217.15M,No,44.15,56.39,45.42,50.59,8.42
2745,BETA.NS,1322.3,15.43K,Health Technology,Pharmaceuticals: Major,13.0,2.0,19.0,11.0,15.08K,8.26K,2000.0,990.1,13.35B,No,1228.78,1569.7,1263.08,1457.37,5.57
2746,PGEL.NS,530.35,1809.62K,Electronic Technology,Electronic Production Equipment,13.0,41.0,22.0,50.0,3694.34K,2144.33K,898.5,436.55,151.40B,No,537.36,577.12,522.63,560.63,3.48
2747,ARCL.BO,204.85,2.16K,Process Industries,Chemicals: Specialty,13.0,70.0,9.0,5.0,2.62K,1.49K,434.6,150.0,1.64B,No,183.05,278.59,184.15,269.41,5.73
2748,TREJHARA.NS,174.21,17.05K,Technology Services,Information Technology Services,13.0,74.0,15.0,23.0,25.28K,27.11K,284.85,137.7,4.20B,No,166.24,205.04,161.42,203.36,5.56
2749,KTIL.BO,64.99,1.28K,Distribution Services,Wholesale Distributors,13.0,3.0,26.0,10.0,4.51K,0.51K,109.0,57.06,710.11M,No,65.53,82.02,64.6,75.48,3.25
2750,SHANTIDENM.BO,51.76,6.00K,Process Industries,Textiles,13.0,18.0,4.0,15.0,13.71K,15.60K,78.95,42.22,874.12M,No,53.92,61.13,52.31,57.97,3.63
2751,PATANJALI.NS,461.6,1284.57K,Process Industries,Agricultural Commodities/Milling,13.0,11.0,15.0,24.0,2182.29K,1725.76K,653.93,450.6,502.27B,No,478.14,550.01,471.98,524.27,1.87
2752,GUJHOTE.BO,193.6,0.02K,Consumer Services,Hotels/Resorts/Cruise Lines,13.0,42.0,31.0,26.0,2.06K,1.15K,318.9,165.5,733.26M,No,187.64,227.58,187.12,206.22,3.39
2753,PANORAMA.BO,39.67,392.19K,Retail Trade,Specialty Stores,13.0,6.0,17.0,20.0,121.51K,165.98K,61.4,28.96,10.34B,No,42.02,45.93,40.51,44.0,6.43
2754,ARIHANTSUP.NS,277.15,10.13K,Finance,Real Estate Development,13.0,83.0,43.0,6.0,62.96K,57.57K,465.0,188.8,11.99B,No,244.5,338.53,244.1,302.37,6.57
2755,UNIECOM.NS,95.06,659.61K,Technology Services,Packaged Software,13.0,17.0,16.0,12.0,1442.63K,749.98K,155.8,78.51,10.68B,No,96.36,118.52,94.35,110.32,4.39
2756,SKFINDUS.NS,2153.1,21.32K,Producer Manufacturing,Auto Parts: Oem,13.0,8.0,7.0,,22.83K,15.32K,2766.0,2005.0,106.44B,No,2275.5,,2235.23,,2.74
2757,UNIENTER.NS,107.95,1.96K,Producer Manufacturing,Industrial Conglomerates,13.0,51.0,39.0,12.0,7.82K,2.75K,168.5,87.51,7.51B,No,101.96,134.48,101.54,124.8,4.35
2758,SUMUKA.BO,180.6,49.98K,Producer Manufacturing,Industrial Machinery,13.0,11.0,2.0,25.0,46.07K,60.00K,278.9,149.6,3.78B,No,187.49,216.54,183.48,209.37,7.94
2759,PINELABS.NS,196.14,1186.18K,Technology Services,Packaged Software,13.0,49.0,10.0,,2079.39K,1300.33K,284.0,151.12,225.22B,No,180.47,,177.13,,4.14
2760,HITECHCORP.NS,140.6,37.32K,Producer Manufacturing,Miscellaneous Manufacturing,13.0,18.0,18.0,13.0,12.91K,9.79K,223.44,112.0,2.41B,No,137.71,171.74,136.34,159.49,5.16
2761,PARADEEP.NS,124.88,4843.98K,Process Industries,Chemicals: Agricultural,13.0,20.0,25.0,15.0,6079.59K,5681.81K,234.39,99.7,129.65B,No,119.08,157.92,118.75,139.38,3.87
2762,PRARUH.BO,50.0,2.00K,Technology Services,Information Technology Services,13.0,1.0,10.0,,8.96K,6.00K,64.9,45.0,696.50M,No,52.98,,52.37,,1.68
2763,FOODSIN.NS,62.86,68.41K,Consumer Non-Durables,Food: Specialty/Candy,13.0,27.0,38.0,18.0,210.48K,166.67K,128.45,44.0,4.62B,No,57.84,75.71,57.26,66.35,4.47
2764,KRYPTONQ.BO,37.6,2.76K,Consumer Durables,Automotive Aftermarket,13.0,12.0,32.0,19.0,12.42K,4.50K,57.78,26.5,552.61M,No,37.27,43.24,36.89,39.89,5.99
2765,KAKA.BO,170.0,4.00K,Producer Manufacturing,Miscellaneous Manufacturing,13.0,14.0,11.0,29.0,13.80K,11.15K,254.95,139.0,2.32B,No,171.91,202.61,169.02,197.32,3.58
2766,RUSTOMJEE.NS,434.1,78.06K,Finance,Real Estate Development,13.0,42.0,14.0,16.0,106.11K,91.83K,697.0,358.8,54.80B,No,399.52,523.46,393.14,475.7,3.3
2767,JKIL.NS,511.65,70.96K,Industrial Services,Engineering & Construction,13.0,35.0,13.0,20.0,190.09K,112.35K,765.6,425.0,38.71B,No,497.03,586.71,489.19,551.89,3.17
2768,KPT.BO,541.65,1.47K,Consumer Durables,Tools & Hardware,13.0,49.0,35.0,24.0,9.48K,3.81K,1028.05,335.0,1.84B,No,503.53,637.6,490.44,582.44,5.22
2769,PACIFICI.BO,144.0,0.74K,Non-Energy Minerals,Construction Materials,12.0,32.0,34.0,21.0,2.13K,0.45K,238.7,110.15,992.54M,No,134.69,166.49,135.3,152.2,5.29
2770,BEDMUTHA.NS,111.26,4.16K,Non-Energy Minerals,Steel,12.0,19.0,11.0,35.0,7.80K,7.46K,186.66,94.55,3.59B,No,117.47,124.91,114.21,118.2,4.95
2771,KHAICHEM.NS,59.22,94.90K,Process Industries,Chemicals: Agricultural,12.0,59.0,19.0,2.0,393.35K,456.27K,135.8,42.92,5.74B,No,54.64,86.5,53.76,72.09,5.45
